,Epsilon,Eval_val,K,Opt_val,bound,index,iters,r,satisfy,solvetime
0,3.16227766016838e-06,2.7376045963128757,1.0,3.0221809055114397,3.091848750087722,0.0,2.2,14.5,1.0,0.06648601690928141
1,3.792690190732247e-06,2.7376049332121286,1.0,3.0221699994598343,3.091848750087722,0.9666666666666667,2.1,14.5,1.0,0.10577750205993652
2,4.54877794700378e-06,2.737604769774921,1.0,3.022163482588752,3.091848750087722,1.9333333333333333,2.0,14.5,1.0,0.11420617898305258
3,5.4555947811685125e-06,2.7376047153872487,1.0,3.022183412854251,3.091848750087722,2.9,2.2,14.5,1.0,0.15085225105285643
4,6.54318912971297e-06,2.737604829986383,1.0,3.0221721924222376,3.091848750087722,3.8666666666666667,2.066666666666667,14.5,1.0,0.10883483091990152
5,7.84759970351461e-06,2.7376047407742994,1.0,3.0221861420728837,3.091848750087722,4.833333333333333,2.1666666666666665,14.5,1.0,0.09640946388244628
6,9.412049672680668e-06,2.7376048742723498,1.0,3.0221984234778216,3.091848750087722,5.8,2.2333333333333334,14.5,1.0,0.09888834158579508
7,1.128837891684688e-05,2.7376047473063414,1.0,3.022192405208497,3.091848750087722,6.766666666666667,2.1666666666666665,14.5,1.0,0.14669302304585774
8,1.3538761800225446e-05,2.737604698273272,1.0,3.022183536556845,3.091848750087722,7.733333333333333,2.1666666666666665,14.5,1.0,0.12406183878580729
9,1.623776739188722e-05,2.7376048064728087,1.0,3.0221712447214344,3.091848750087722,8.7,2.1333333333333333,14.5,1.0,0.1398274024327596
10,1.9474830399087566e-05,2.737604990252577,1.0,3.0221752321341198,3.091848750087722,9.666666666666666,2.2,14.5,1.0,0.15948053201039633
11,2.3357214690901223e-05,2.737604922784184,1.0,3.0221904725354136,3.091848750087722,10.633333333333333,2.2,14.5,1.0,0.1426755428314209
12,2.8013567611988686e-05,2.737604850449545,1.0,3.0221887066769813,3.091848750087722,11.6,2.2,14.5,1.0,0.1697361946105957
13,3.359818286283783e-05,2.737604886705707,1.0,3.022199841356849,3.091848750087722,12.566666666666666,2.2333333333333334,14.5,1.0,0.15623339811960857
14,4.0296113202003966e-05,2.737604857562718,1.0,3.0221732402967025,3.091848750087722,13.533333333333333,2.1,14.5,1.0,0.17319818337758383
15,4.832930238571754e-05,2.737604881456577,1.0,3.0221714236162422,3.091848750087722,14.5,2.033333333333333,14.5,1.0,0.15517034530639648
16,5.796393953384971e-05,2.7376047279731046,1.0,3.0221888336853087,3.091848750087722,15.466666666666667,2.2666666666666666,14.5,1.0,0.13410893281300862
17,6.951927961775608e-05,2.737604660135389,1.0,3.022178767087522,3.091848750087722,16.433333333333334,2.066666666666667,14.5,1.0,0.12886910438537597
