,Epsilon,Eval_val,K,Opt_val,bound,index,iters,r,satisfy,solvetime
0,0.0010000000000000007,4.242207550845291,1.0,4.363991917528569,128.85205637593702,0.0,1.0,14.5,1.0,0.041678571701049806
1,0.0016218100973589297,4.242207457264028,1.0,4.364036997615053,128.85205637593702,0.9666666666666667,2.0,14.5,1.0,0.14895190397898356
2,0.0026302679918953813,4.2422073609447795,1.0,4.36411010708375,128.85205637593702,1.9333333333333333,2.0,14.5,1.0,0.24769758383433024
3,0.004265795188015926,4.242207260623105,1.0,4.364228696163466,128.85205637593702,2.9,2.0,14.5,1.0,0.3379595597585042
4,0.006760829753919814,4.242207088056767,1.0,4.364409633414428,128.85205637593702,3.8666666666666667,2.0,14.5,1.0,0.24899120330810548
5,0.010964781961431856,4.242206786424258,1.0,4.364714355487612,128.85205637593702,4.833333333333333,2.0,14.5,1.0,0.2440476894378662
6,0.017782794100389236,4.24220629887124,1.0,4.36520832890425,128.85205637593702,5.8,2.0,14.5,1.0,0.28215109507242836
7,0.028183829312644522,4.24220557124593,1.0,4.365961576262644,128.85205637593702,6.766666666666667,2.0,14.5,1.0,0.2674245436986287
8,0.04570881896148752,4.242204390724175,1.0,4.367229348040473,128.85205637593702,7.733333333333333,2.0,14.5,1.0,0.37096162637074787
9,0.0741310241300918,4.242202527167073,1.0,4.369281924897835,128.85205637593702,8.7,2.0,14.5,1.0,0.3529239575068156
10,0.12022644346174129,4.242199760915358,1.0,4.37260169382401,128.85205637593702,9.666666666666666,2.0,14.5,1.0,0.24732592900594075
11,0.19054607179632474,4.242195876860062,1.0,4.377644543509171,128.85205637593702,10.633333333333333,2.0,14.5,1.0,0.3373765309651693
12,0.3090295432513592,4.242190405620936,1.0,4.386083269769514,128.85205637593702,11.6,2.0,14.5,1.0,0.3113645792007446
13,0.5011872336272721,4.242184865129231,1.0,4.399617415891688,128.85205637593702,12.566666666666666,2.0,14.5,1.0,0.30105456511179607
14,0.7943282347242817,4.242181034477683,1.0,4.419912342108229,128.85205637593702,13.533333333333333,2.0,14.5,1.0,0.279947304725647
15,1.0,4.242181457904488,1.0,4.433906310959799,128.85205637593702,14.5,2.0,14.5,1.0,0.24990403652191162
16,0.0010000000000000007,4.242187026702269,2.0,4.280230129381534,83.72718539493403,15.466666666666667,1.0,14.5,0.9666666666666667,0.2209342161814372
17,0.0016218100973589297,4.242187021751785,2.0,4.280285263058505,83.72718539493403,16.433333333333334,2.0,14.5,0.9666666666666667,0.6195104598999024
18,0.0026302679918953813,4.242187007327368,2.0,4.28037295280121,83.72718539493403,17.4,2.0,14.5,0.9666666666666667,0.49853227933247884
19,0.004265795188015926,4.24218697161005,2.0,4.280519536266755,83.72718539493403,18.366666666666667,2.0,14.5,0.9666666666666667,0.48682602246602374
20,0.006760829753919814,4.242186927472994,2.0,4.280740598372015,83.72718539493403,19.333333333333332,2.0,14.5,0.9666666666666667,0.43976060549418133
21,0.010964781961431856,4.242186842639476,2.0,4.281112975492633,83.72718539493403,20.3,2.0,14.5,0.9666666666666667,0.3475788195927938
22,0.017782794100389236,4.24218671583694,2.0,4.281716524111867,83.72718539493403,21.266666666666666,2.0,14.5,0.9666666666666667,0.3283858378728231
23,0.028183829312644522,4.2421865198491036,2.0,4.282636384413636,83.72718539493403,22.233333333333334,2.0,14.5,0.9666666666666667,0.280579137802124
24,0.04570881896148752,4.2421862083765065,2.0,4.284183802560401,83.72718539493403,23.2,2.0,14.5,1.0,0.3220099687576294
25,0.0741310241300918,4.242185765544232,2.0,4.286686981479774,83.72718539493403,24.166666666666668,2.0,14.5,1.0,0.3133129517237345
26,0.12022644346174129,4.242185247492897,2.0,4.29072984701543,83.72718539493403,25.133333333333333,2.0,14.5,1.0,0.3447429180145264
27,0.19054607179632474,4.242184853385149,2.0,4.296857678071051,83.72718539493403,26.1,2.0,14.5,1.0,0.4509485403696696
28,0.3090295432513592,4.242185105490663,2.0,4.307076444214308,83.72718539493403,27.066666666666666,2.0,14.5,1.0,0.5117882092793783
29,0.5011872336272721,4.242188037772305,2.0,4.323374869161369,83.72718539493403,28.033333333333335,2.0,14.5,1.0,0.4455089012781779
30,0.7943282347242817,4.242196138612599,2.0,4.347615775743237,83.72718539493403,29.0,2.0,14.5,1.0,0.285086194674174
31,1.0,4.242203497886741,2.0,4.364198463156466,83.72718539493403,29.966666666666665,2.0,14.5,1.0,0.2419511318206787
32,0.0010000000000000007,4.242187204412336,3.0,4.271591509924904,65.8263817163029,30.933333333333334,1.0,14.5,0.9666666666666667,0.19786221981048585
33,0.0016218100973589297,4.242187201768397,3.0,4.271646381639064,65.8263817163029,31.9,1.9666666666666666,14.5,0.9666666666666667,0.2837330977121989
34,0.0026302679918953813,4.242187186831146,3.0,4.271735397964801,65.8263817163029,32.86666666666667,1.9666666666666666,14.5,0.9666666666666667,0.23636592229207357
35,0.004265795188015926,4.242187148070131,3.0,4.271886405019385,65.8263817163029,33.833333333333336,2.0,14.5,0.9666666666666667,0.2858426253000895
36,0.006760829753919814,4.242187113679044,3.0,4.272111801528839,65.8263817163029,34.8,2.0,14.5,0.9666666666666667,0.2725017547607422
37,0.010964781961431856,4.242187056035292,3.0,4.272491441892439,65.8263817163029,35.766666666666666,2.0,14.5,0.9666666666666667,0.29162139097849527
38,0.017782794100389236,4.242186950328596,3.0,4.273106684216988,65.8263817163029,36.733333333333334,2.0,14.5,0.9666666666666667,0.24107200304667156
39,0.028183829312644522,4.242186795963922,3.0,4.27404431589518,65.8263817163029,37.7,2.0,14.5,0.9666666666666667,0.2474881410598755
