,Epsilon,Eval_val,K,Opt_val,bound,index,iters,r,satisfy,solvetime
0,0.003162277660168379,4.239834447779819,1.0,4.367455399828462,134.10489821409425,0.0,2.0,2.0,1.0,0.06384429931640626
1,0.004570881896148752,4.2398343479877045,1.0,4.367557192123293,134.10489821409425,0.8,2.0,2.0,1.0,0.030057859420776368
2,0.006606934480075957,4.23983418214678,1.0,4.367704349083706,134.10489821409425,1.6,2.0,2.0,1.0,0.03305206298828125
3,0.009549925860214359,4.239833937566973,1.0,4.367916975880105,134.10489821409425,2.4,2.0,2.0,1.0,0.026493358612060546
4,0.013489628825916533,4.239833601917132,1.0,4.368201516577143,134.10489821409425,3.2,2.0,2.0,1.0,0.02994570732116699
5,0.019498445997580455,4.239833112645715,1.0,4.368635387620371,134.10489821409425,4.0,2.0,2.0,1.0,0.026957368850708006
6,0.028183829312644536,4.239832405983426,1.0,4.369262193818469,134.10489821409425,4.8,2.0,2.0,1.0,0.028239345550537108
7,0.039810717055349734,4.239831497944834,1.0,4.3701006549636645,134.10489821409425,5.6,2.0,2.0,1.0,0.029092741012573243
8,0.057543993733715694,4.239830180176943,1.0,4.371378054911717,134.10489821409425,6.4,2.0,2.0,1.0,0.023415231704711915
9,0.07244359600749903,4.239829108484477,1.0,4.372450061097178,134.10489821409425,7.2,2.0,2.0,1.0,0.023810720443725585
10,0.08317637711026708,4.239828366554692,1.0,4.373221531155129,134.10489821409425,8.0,2.0,2.0,1.0,0.02186875343322754
11,0.1,4.239827206386494,1.0,4.374429597232812,134.10489821409425,8.8,2.0,2.0,1.0,0.021954679489135744
12,0.11220184543019636,4.239826426536763,1.0,4.375304851362912,134.10489821409425,9.6,2.0,2.0,1.0,0.022891139984130858
13,0.12589254117941673,4.239825524503618,1.0,4.376285970736943,134.10489821409425,10.4,2.0,2.0,1.0,0.023862791061401368
14,0.1318256738556407,4.239825142503717,1.0,4.376710841627505,134.10489821409425,11.2,2.0,2.0,1.0,0.02413778305053711
15,0.14125375446227545,4.239824581083868,1.0,4.3773856249738685,134.10489821409425,12.0,2.0,2.0,1.0,0.0246610164642334
16,0.15135612484362082,4.239823979416639,1.0,4.378108153126899,134.10489821409425,12.8,2.0,2.0,1.0,0.023593854904174805
17,0.15848931924611134,4.2398235578404595,1.0,4.378617998153642,134.10489821409425,13.6,2.0,2.0,1.0,0.027059078216552734
18,0.16218100973589297,4.2398233844130075,1.0,4.378881755318504,134.10489821409425,14.4,2.0,2.0,1.0,0.025659608840942382
19,0.16982436524617442,4.239822926644292,1.0,4.379427626513105,134.10489821409425,15.2,2.0,2.0,1.0,0.024160051345825197
20,0.19952623149688797,4.239821349152631,1.0,4.381545970320465,134.10489821409425,16.0,2.0,2.0,1.0,0.027777481079101562
21,0.24547089156850305,4.239819127111902,1.0,4.384813811384056,134.10489821409425,16.8,2.0,2.0,1.0,0.031564760208129886
22,0.7943282347242815,4.239809538828442,1.0,4.42303578377512,134.10489821409425,17.6,2.0,2.0,1.0,0.02404651641845703
23,1.0,4.239810628920625,1.0,4.436985884691475,134.10489821409425,18.4,2.0,2.0,1.0,0.02681865692138672
24,0.003162277660168379,4.23981531326176,2.0,4.273384202897025,88.5190055537852,19.2,2.0,2.0,1.0,0.09027409553527832
25,0.004570881896148752,4.239815286658025,2.0,4.2735116407588905,88.5190055537852,20.0,2.0,2.0,1.0,0.06379051208496093
26,0.006606934480075957,4.2398152685612205,2.0,4.273695750954811,88.5190055537852,20.8,2.0,2.0,1.0,0.07445254325866699
27,0.009549925860214359,4.239815217564794,2.0,4.273961886608189,88.5190055537852,21.6,2.0,2.0,1.0,0.048853731155395506
28,0.013489628825916533,4.239815169959936,2.0,4.274317948849685,88.5190055537852,22.4,2.0,2.0,1.0,0.03981456756591797
29,0.019498445997580455,4.2398150947249,2.0,4.274860708637278,88.5190055537852,23.2,2.0,2.0,1.0,0.0404149055480957
30,0.028183829312644536,4.239815025580842,2.0,4.275644571235157,88.5190055537852,24.0,2.0,2.0,1.0,0.041587209701538085
31,0.039810717055349734,4.239814916890274,2.0,4.276692664280902,88.5190055537852,24.8,2.0,2.0,1.0,0.0382652759552002
32,0.057543993733715694,4.23981479212093,2.0,4.278288465178967,88.5190055537852,25.6,2.0,2.0,1.0,0.042862558364868165
33,0.07244359600749903,4.239814705896262,2.0,4.279626731803202,88.5190055537852,26.4,2.0,2.0,1.0,0.040821266174316403
34,0.08317637711026708,4.23981465246929,2.0,4.280589316984075,88.5190055537852,27.2,2.0,2.0,1.0,0.04555048942565918
35,0.1,4.239814600869897,2.0,4.282095770831093,88.5190055537852,28.0,2.0,2.0,1.0,0.05538287162780762
36,0.11220184543019636,4.239814624264018,2.0,4.283186566905712,88.5190055537852,28.8,2.0,2.0,1.0,0.03973703384399414
37,0.12589254117941673,4.239814652057815,2.0,4.2844085882234575,88.5190055537852,29.6,2.0,2.0,1.0,0.04072270393371582
38,0.1318256738556407,4.239814679638274,2.0,4.284937590991832,88.5190055537852,30.4,2.0,2.0,1.0,0.05009622573852539
39,0.14125375446227545,4.239814694692223,2.0,4.285777463746507,88.5190055537852,31.2,2.0,2.0,1.0,0.05522627830505371
40,0.15135612484362082,4.239814740208826,2.0,4.286676429658177,88.5190055537852,32.0,2.0,2.0,1.0,0.043989038467407225
