,Epsilon,Eval_val,K,Opt_val,clustertime,index,satisfy,setuptime,solvetime
0,0.000316227766016838,0.2,1.0,-0.00270455842954167,0.28563613891601564,0.0,0.2,0.0014794826507568359,0.007546639442443848
1,0.000439397056076079,0.2,1.0,-0.002597929186247316,0.28563613891601564,0.9,0.2,0.0014794826507568359,0.003575038909912109
2,0.0006105402296585326,0.2,1.0,-0.0024620334781412867,0.28563613891601564,1.8,0.2,0.0014794826507568359,0.0029687404632568358
3,0.0008483428982440715,0.2,1.0,-0.002287662284467451,0.28563613891601564,2.7,0.2,0.0014794826507568359,0.0035878896713256838
4,0.0011787686347935864,0.2,1.0,-0.0020750690311796853,0.28563613891601564,3.6,0.2,0.0014794826507568359,0.0043883085250854496
5,0.0016378937069540648,0.2,1.0,-0.0018261734072724197,0.28563613891601564,4.5,0.2,0.0014794826507568359,0.0029029130935668947
6,0.0022758459260747888,0.4,1.0,-0.0015408840420179045,0.28563613891601564,5.4,0.4,0.0014794826507568359,0.0028150796890258787
7,0.003162277660168379,0.4,1.0,-0.0012340151431864486,0.28563613891601564,6.3,0.4,0.0014794826507568359,0.002896714210510254
8,0.00439397056076079,0.7,1.0,-0.0009404362470707943,0.28563613891601564,7.2,0.7,0.0014794826507568359,0.002696847915649414
9,0.006105402296585328,0.8,1.0,-0.0006524443462606646,0.28563613891601564,8.1,0.8,0.0014794826507568359,0.003133416175842285
10,0.008483428982440715,0.9,1.0,-0.00034860395465088694,0.28563613891601564,9.0,0.9,0.0014794826507568359,0.0030670881271362303
11,0.011787686347935871,0.9,1.0,-7.988201344069186e-06,0.28563613891601564,9.9,0.9,0.0014794826507568359,0.002756214141845703
12,0.016378937069540637,1.0,1.0,0.000395371407518032,0.28563613891601564,10.8,1.0,0.0014794826507568359,0.002647733688354492
13,0.022758459260747876,1.0,1.0,0.0009030912538261805,0.28563613891601564,11.7,1.0,0.0014794826507568359,0.002472329139709473
14,0.031622776601683784,1.0,1.0,0.0015707785234283663,0.28563613891601564,12.6,1.0,0.0014794826507568359,0.006093525886535644
15,0.000316227766016838,0.2,5.0,-0.0027043520164186778,0.15936031341552734,13.5,0.2,0.0019532442092895508,0.15180699825286864
16,0.000439397056076079,0.2,5.0,-0.0025978040140909745,0.15936031341552734,14.4,0.2,0.0019532442092895508,0.09948914051055908
17,0.0006105402296585326,0.2,5.0,-0.0024618897940335218,0.15936031341552734,15.3,0.2,0.0019532442092895508,0.11692848205566406
18,0.0008483428982440715,0.2,5.0,-0.0022876129112773982,0.15936031341552734,16.2,0.2,0.0019532442092895508,0.12323160171508789
19,0.0011787686347935864,0.2,5.0,-0.0020750205554778568,0.15936031341552734,17.1,0.2,0.0019532442092895508,0.1558690309524536
20,0.0016378937069540648,0.2,5.0,-0.001826153459271324,0.15936031341552734,18.0,0.2,0.0019532442092895508,0.08689939975738525
21,0.0022758459260747888,0.4,5.0,-0.001540855284502771,0.15936031341552734,18.9,0.4,0.0019532442092895508,0.12396180629730225
22,0.003162277660168379,0.4,5.0,-0.0012339931189662028,0.15936031341552734,19.8,0.4,0.0019532442092895508,0.16591272354125977
23,0.00439397056076079,0.7,5.0,-0.0009404011649256416,0.15936031341552734,20.7,0.7,0.0019532442092895508,0.1600581169128418
24,0.006105402296585328,0.8,5.0,-0.0006524401371188749,0.15936031341552734,21.6,0.8,0.0019532442092895508,0.09980263710021972
25,0.008483428982440715,0.9,5.0,-0.00034859447201820347,0.15936031341552734,22.5,0.9,0.0019532442092895508,0.09156565666198731
26,0.011787686347935871,0.9,5.0,-7.98042124126237e-06,0.15936031341552734,23.4,0.9,0.0019532442092895508,0.1930253267288208
27,0.016378937069540637,1.0,5.0,0.0003953747772339298,0.15936031341552734,24.3,1.0,0.0019532442092895508,0.11174957752227783
28,0.022758459260747876,1.0,5.0,0.0009030948339864836,0.15936031341552734,25.2,1.0,0.0019532442092895508,0.08793244361877442
